Date,Price,Open,High,Low,Vol.
27-08-2024,25017.75,25024.8,25073.1,24973.65,223350000
26-08-2024,25010.6,24906.1,25043.8,24874.7,210270000
23-08-2024,24823.15,24845.4,24858.4,24771.65,206800000
22-08-2024,24811.5,24863.4,24867.35,24784.45,220340000
21-08-2024,24770.2,24680.55,24787.95,24654.5,257110000
20-08-2024,24698.85,24648.9,24734.3,24607.2,238320000
19-08-2024,24572.65,24636.35,24638.8,24522.95,243650000
16-08-2024,24541.15,24334.85,24563.9,24204.5,271610000
14-08-2024,24143.75,24184.4,24196.5,24099.7,303260000
13-08-2024,24139,24342.35,24359.95,24116.5,239730000
12-08-2024,24347,24320.05,24472.8,24212.1,279920000
09-08-2024,24367.5,24386.85,24419.75,24311.2,215130000
08-08-2024,24117,24248.55,24340.5,24079.7,311880000
07-08-2024,24297.5,24289.4,24337.7,24184.9,317560000
06-08-2024,23992.55,24189.85,24382.6,23960.4,312340000
05-08-2024,24055.6,24302.85,24350.05,23893.7,487000000
02-08-2024,24717.7,24789,24851.9,24686.85,345030000
01-08-2024,25010.9,25030.95,25078.3,24956.4,431310000
31-07-2024,24951.15,24886.7,24984.6,24856.5,333650000
30-07-2024,24857.3,24839.4,24971.75,24798.65,384990000
29-07-2024,24836.1,24943.3,24999.75,24774.6,354970000
26-07-2024,24834.85,24423.35,24861.15,24410.9,383830000
25-07-2024,24406.1,24230.95,24426.15,24210.8,391820000
24-07-2024,24413.5,24444.95,24504.25,24307.25,366620000
23-07-2024,24479.05,24568.9,24582.55,24074.2,436410000
22-07-2024,24509.25,24445.75,24595.2,24362.3,324190000
19-07-2024,24530.9,24853.8,24854.8,24508.15,343770000
18-07-2024,24800.85,24543.8,24837.75,24504.45,350920000
16-07-2024,24613,24615.9,24661.25,24587.65,283210000
15-07-2024,24586.7,24587.6,24635.05,24522.75,305400000
12-07-2024,24502.15,24387.95,24592.2,24331.15,325820000
11-07-2024,24315.95,24396.55,24402.65,24193.75,306400000
10-07-2024,24324.45,24459.85,24461.05,24141.8,292260000
09-07-2024,24433.2,24351,24443.6,24331.9,250540000
08-07-2024,24320.55,24329.45,24344.6,24240.55,266300000
05-07-2024,24323.85,24213.35,24363,24168.85,298380000
04-07-2024,24302.15,24369.95,24401,24281,251190000
03-07-2024,24286.5,24291.75,24309.15,24207.1,289200000
02-07-2024,24123.85,24228.75,24236.35,24056.4,309630000
01-07-2024,24141.95,23992.95,24164,23992.7,242470000
28-06-2024,24010.6,24085.9,24174,23985.8,354780000
27-06-2024,24044.5,23881.55,24087.45,23805.4,515230000
26-06-2024,23868.8,23723.1,23889.9,23670.45,287820000
25-06-2024,23721.3,23577.1,23754.15,23562.05,298110000
24-06-2024,23537.85,23382.3,23558.1,23350,239360000
21-06-2024,23501.1,23661.15,23667.1,23398.2,609880000
20-06-2024,23567,23586.15,23624,23442.6,280340000
19-06-2024,23516,23629.85,23664,23412.9,328810000
18-06-2024,23557.9,23570.8,23579.05,23499.7,272210000
14-06-2024,23465.6,23464.95,23490.4,23334.25,223090000
13-06-2024,23398.9,23480.95,23481.05,23353.9,268280000
12-06-2024,23322.95,23344.45,23441.95,23295.95,295630000
11-06-2024,23264.85,23283.75,23389.45,23206.65,305190000
10-06-2024,23259.2,23319.15,23411.9,23227.15,304390000
07-06-2024,23290.15,22821.85,23320.2,22789.05,473560000
06-06-2024,22821.4,22798.6,22910.15,22642.6,480410000
05-06-2024,22620.35,22128.35,22670.4,21791.95,638490000
04-06-2024,21884.5,23179.5,23179.5,21281.45,1010200000
03-06-2024,23263.9,23337.9,23338.7,23062.3,569430000
31-05-2024,22530.7,22568.1,22653.75,22465.1,572120000
30-05-2024,22488.65,22617.45,22705.75,22417,373370000
29-05-2024,22704.7,22762.75,22825.5,22685.45,269930000
28-05-2024,22888.15,22977.15,22998.55,22858.5,217890000
27-05-2024,22932.45,23038.95,23110.8,22871.2,260010000
24-05-2024,22957.1,22930.75,23026.4,22908,261930000
23-05-2024,22967.65,22614.1,22993.6,22577.45,369770000
22-05-2024,22597.8,22576.6,22629.5,22483.15,290350000
21-05-2024,22529.05,22404.55,22591.1,22404.55,347590000
18-05-2024,22502,22512.85,22520.25,22470.05,19060000
17-05-2024,22466.1,22415.25,22502.15,22345.65,242660000
16-05-2024,22403.85,22319.2,22432.25,22054.55,368940000
15-05-2024,22200.55,22255.6,22297.55,22151.75,231940000
14-05-2024,22217.85,22112.9,22270.05,22081.25,230240000
13-05-2024,22104.05,22027.95,22131.65,21821.05,278190000
10-05-2024,22055.2,21990.95,22131.3,21950.3,265800000
09-05-2024,21957.5,22224.8,22307.75,21932.4,331330000
08-05-2024,22302.5,22231.2,22368.65,22185.2,277440000
07-05-2024,22302.5,22489.75,22499.05,22232.05,297820000
06-05-2024,22442.7,22561.6,22588.8,22409.45,320260000
03-05-2024,22475.85,22766.35,22794.7,22348.05,438060000
02-05-2024,22648.2,22567.85,22710.5,22567.85,445910000
30-04-2024,22604.85,22679.65,22783.35,22568.4,361860000
29-04-2024,22643.4,22475.55,22655.8,22441.9,291960000
26-04-2024,22419.95,22620.4,22620.4,22385.55,329890000
25-04-2024,22570.35,22316.9,22625.95,22305.25,475040000
24-04-2024,22402.4,22421.55,22476.45,22384,235900000
23-04-2024,22368,22447.05,22447.55,22349.45,231520000
22-04-2024,22336.4,22336.9,22375.65,22198.15,279260000
19-04-2024,22147,21861.5,22179.55,21777.65,362530000
18-04-2024,21995.85,22212.35,22326.5,21961.7,456910000
16-04-2024,22147.9,22125.3,22213.75,22079.45,317270000
15-04-2024,22272.5,22339.05,22427.45,22259.55,355470000
12-04-2024,22519.4,22677.4,22726.45,22503.75,357190000
10-04-2024,22753.8,22720.25,22775.7,22673.7,276850000
09-04-2024,22642.75,22765.1,22768.4,22612.25,232360000
08-04-2024,22666.3,22578.35,22697.3,22550.35,227630000
05-04-2024,22513.7,22486.4,22537.6,22427.6,242240000
04-04-2024,22514.65,22592.1,22619,22303.8,400990000
03-04-2024,22434.65,22385.7,22521.1,22346.5,309650000
02-04-2024,22453.3,22458.8,22497.6,22388.15,289520000
01-04-2024,22462,22455,22529.95,22427.75,243640000
28-03-2024,22326.9,22163.6,22516,22163.6,410530000
27-03-2024,22123.65,22053.95,22193.6,22052.85,409140000
26-03-2024,22004.7,21947.9,22073.2,21947.55,328400000
22-03-2024,22096.75,21932.2,22180.7,21883.3,388660000
21-03-2024,22011.95,21989.9,22080.95,21941.3,353170000
20-03-2024,21839.1,21843.9,21930.9,21710.2,312420000
19-03-2024,21817.45,21946.45,21978.3,21793.1,344160000
18-03-2024,22055.7,21990.1,22123.7,21916.55,356320000
15-03-2024,22023.35,22064.85,22120.9,21931.7,661460000
14-03-2024,22146.65,21982.55,22204.6,21917.5,426740000
13-03-2024,21997.7,22432.2,22446.75,21905.65,493340000
12-03-2024,22335.7,22334.45,22452.55,22256,299200000
11-03-2024,22332.65,22517.5,22526.6,22307.25,277900000
07-03-2024,22493.55,22505.3,22525.65,22430,379860000
06-03-2024,22474.05,22327.5,22497.2,22224.35,312260000
05-03-2024,22356.3,22371.25,22416.9,22269.15,296150000
04-03-2024,22405.6,22403.5,22440.9,22358.3,298790000
02-03-2024,22378.4,22406.95,22419.55,22367.05,35760000
01-03-2024,22338.75,22048.3,22353.3,22047.75,351500000
29-02-2024,21982.8,21935.2,22060.55,21860.65,360170000
28-02-2024,21951.15,22214.1,22229.15,21915.85,202950000
27-02-2024,22198.35,22090.2,22218.25,22085.65,252200000
26-02-2024,22122.05,22169.2,22202.15,22075.15,207780000
23-02-2024,22212.7,22290,22297.5,22186.1,225980000
22-02-2024,22217.45,22081.55,22252.5,21875.25,343500000
21-02-2024,22055.05,22248.85,22249.4,21997.95,364550000
20-02-2024,22196.95,22099.2,22215.6,22045.85,295700000
19-02-2024,22122.25,22103.45,22186.65,22021.05,NA
16-02-2024,22040.7,22020.3,22068.65,21968.95,343890000
15-02-2024,21910.75,21906.55,21953.85,21794.8,345390000
14-02-2024,21840.05,21578.15,21870.85,21530.2,359120000
13-02-2024,21743.25,21664.3,21766.8,21543.35,365790000
12-02-2024,21616.05,21800.8,21831.7,21574.75,287440000
09-02-2024,21782.5,21727,21804.45,21629.9,349220000
08-02-2024,21717.95,22009.65,22011.05,21665.3,491070000
07-02-2024,21930.5,22045.05,22053.3,21860.15,346260000
06-02-2024,21929.4,21825.2,21951.4,21737.55,370970000
05-02-2024,21771.7,21921.05,21964.3,21726.95,440850000
02-02-2024,21853.8,21812.75,22126.8,21805.55,442800000
01-02-2024,21697.45,21780.65,21832.95,21658.75,332540000
31-01-2024,21725.7,21487.25,21741.35,21448.85,410580000
30-01-2024,21522.1,21775.75,21813.05,21501.8,375140000
29-01-2024,21737.6,21433.1,21763.25,21429.6,376700000
25-01-2024,21352.6,21454.6,21459,21247.05,418140000
24-01-2024,21453.95,21185.25,21482.35,21137.2,407460000
23-01-2024,21238.8,21716.7,21750.25,21192.6,449720000
20-01-2024,21571.8,21706.15,21720.3,21541.8,NA
19-01-2024,21622.4,21615.2,21670.6,21575,343060000
18-01-2024,21462.25,21414.2,21539.4,21285.55,387340000
17-01-2024,21571.95,21647.25,21851.5,21550.45,456000000
16-01-2024,22032.3,22080.5,22124.15,21969.8,292430000
15-01-2024,22097.45,22053.15,22115.55,21963.55,345540000
12-01-2024,21894.55,21773.55,21928.25,21715.15,294680000
11-01-2024,21647.2,21688,21726.5,21593.75,212450000
10-01-2024,21618.7,21529.3,21641.85,21448.65,216990000
09-01-2024,21544.85,21653.6,21724.45,21517.85,228570000
08-01-2024,21513,21747.6,21763.95,21492.9,231450000
05-01-2024,21710.8,21705.75,21749.6,21629.2,309300000
04-01-2024,21658.6,21605.8,21685.65,21564.55,339170000
03-01-2024,21517.35,21661.1,21677,21500.35,311930000
02-01-2024,21665.8,21751.35,21755.6,21555.65,263710000
01-01-2024,21741.9,21727.75,21834.35,21680.85,154000000
29-12-2023,21731.4,21737.65,21770.3,21676.9,270920000
28-12-2023,21778.7,21715,21801.45,21678,393080000
27-12-2023,21654.75,21497.65,21675.75,21495.8,256540000
26-12-2023,21441.35,21365.2,21477.15,21329.45,219470000
22-12-2023,21349.4,21295.85,21390.5,21232.45,284710000
21-12-2023,21255.05,21033.95,21288.35,20976.8,277550000
20-12-2023,21150.15,21543.5,21593,21087.35,363890000
19-12-2023,21453.1,21477.65,21505.05,21337.75,249750000
18-12-2023,21418.65,21434.8,21482.8,21365.35,249670000
15-12-2023,21456.65,21287.45,21492.3,21235.3,508760000
14-12-2023,21182.7,21110.4,21210.9,21074.45,334410000
13-12-2023,20926.35,20929.75,20950,20769.5,260270000
12-12-2023,20906.4,21018.55,21037.9,20867.15,244870000
11-12-2023,20997.1,20965.3,21026.1,20923.7,212920000
08-12-2023,20969.4,20934.1,21006.1,20862.7,292440000
07-12-2023,20901.15,20932.4,20941.25,20850.8,274980000
06-12-2023,20937.7,20950.75,20961.95,20852.15,359210000
05-12-2023,20855.1,20808.9,20864.05,20711.15,421010000
04-12-2023,20686.8,20601.95,20702.65,20507.75,381110000
01-12-2023,20267.9,20194.1,20291.55,20183.7,265810000
30-11-2023,20133.15,20108.5,20158.7,20015.85,486580000
29-11-2023,20096.6,19976.55,20104.65,19956.3,236240000
28-11-2023,19889.7,19844.65,19916.85,19800,229600000
24-11-2023,19794.7,19809.6,19832.85,19768.85,145900000
23-11-2023,19802,19828.45,19875.15,19786.75,170020000
22-11-2023,19811.85,19784,19825.55,19703.85,184500000
21-11-2023,19783.4,19770.9,19829.1,19754.05,194970000
20-11-2023,19694,19731.15,19756.45,19670.5,173780000
17-11-2023,19731.8,19674.75,19806,19667.45,236830000
16-11-2023,19765.2,19674.7,19875.25,19627,282690000
15-11-2023,19675.45,19651.4,19693.2,19579.65,291460000
13-11-2023,19443.55,19486.75,19494.4,19414.75,189280000
12-11-2023,19525.55,19547.25,19547.25,19510.25,37310000
10-11-2023,19425.35,19351.85,19451.3,19329.45,152220000
09-11-2023,19395.3,19457.4,19463.9,19378.35,208420000
08-11-2023,19443.5,19449.6,19464.4,19401.5,194970000
07-11-2023,19406.7,19404.05,19423.5,19329.1,198660000
06-11-2023,19411.75,19345.85,19423,19309.7,180690000
03-11-2023,19230.6,19241,19276.25,19210.9,189520000
02-11-2023,19133.25,19120,19175.25,19064.15,245600000
01-11-2023,18989.15,19064.05,19096.05,18973.7,194100000
31-10-2023,19079.6,19232.95,19233.7,19056.45,206050000
30-10-2023,19140.9,19053.4,19158.5,18940,180130000
27-10-2023,19047.25,18928.75,19076.15,18926.65,205200000
26-10-2023,18857.25,19027.25,19041.7,18837.85,300360000
25-10-2023,19122.15,19286.45,19347.3,19074.15,225290000
23-10-2023,19281.75,19521.6,19556.85,19257.85,176040000
20-10-2023,19542.65,19542.15,19593.8,19518.7,198340000
19-10-2023,19624.7,19545.2,19681.8,19512.35,230310000
18-10-2023,19671.1,19820.45,19840.95,19659.95,198940000
17-10-2023,19811.5,19843.2,19849.75,19775.65,185850000
16-10-2023,19731.75,19737.25,19781.3,19691.85,180960000
13-10-2023,19751.05,19654.55,19805.4,19635.3,254960000
12-10-2023,19794,19822.7,19843.3,19772.65,217900000
11-10-2023,19811.35,19767,19839.2,19756.95,213730000
10-10-2023,19689.85,19565.6,19717.8,19565.45,216560000
09-10-2023,19512.35,19539.45,19588.95,19480.5,165100000
06-10-2023,19653.5,19621.2,19675.75,19589.4,159050000
05-10-2023,19545.75,19521.85,19576.95,19487.3,234860000
04-10-2023,19436.1,19446.3,19457.8,19333.6,277150000
03-10-2023,19528.75,19622.4,19623.2,19479.65,221720000
29-09-2023,19638.3,19581.2,19726.25,19551.05,243510000
28-09-2023,19523.55,19761.8,19766.65,19492.1,352810000
27-09-2023,19716.45,19637.05,19730.7,19554,203560000
26-09-2023,19664.7,19682.8,19699.35,19637.45,204870000
25-09-2023,19674.55,19678.2,19734.15,19601.55,188400000
22-09-2023,19674.25,19744.85,19798.65,19657.5,246410000
21-09-2023,19742.35,19840.55,19848.75,19709.95,275130000
20-09-2023,19901.4,19980.75,20050.65,19878.85,378070000
18-09-2023,20133.3,20155.95,20195.35,20115.7,264870000
15-09-2023,20192.35,20156.45,20222.45,20129.7,438180000
14-09-2023,20103.1,20127.95,20167.65,20043.45,275110000
13-09-2023,20070,19989.5,20096.9,19944.1,251400000
12-09-2023,19993.2,20110.15,20110.35,19914.65,328060000
11-09-2023,19996.35,19890,20008.15,19865.35,248760000
08-09-2023,19819.95,19774.8,19867.15,19727.05,288090000
07-09-2023,19727.05,19598.65,19737,19550.05,304930000
06-09-2023,19611.05,19581.2,19636.45,19491.5,287560000
05-09-2023,19574.9,19564.65,19587.05,19525.75,256830000
04-09-2023,19528.8,19525.05,19545.15,19432.85,296820000
01-09-2023,19435.3,19258.15,19458.55,19255.7,333020000
31-08-2023,19253.8,19375.55,19388.2,19223.65,562560000
30-08-2023,19347.45,19433.45,19452.8,19334.75,233000000
29-08-2023,19342.65,19374.85,19377.9,19309.1,307390000
28-08-2023,19306.05,19298.35,19366.85,19249.7,248180000
25-08-2023,19265.8,19297.4,19339.55,19229.7,466520000
24-08-2023,19386.7,19535.15,19584.45,19369,268260000
23-08-2023,19444,19439.2,19472.05,19366.6,225220000
22-08-2023,19396.45,19417.1,19443.5,19381.3,208700000
21-08-2023,19393.6,19320.65,19425.95,19296.3,262590000
18-08-2023,19310.15,19301.75,19373.8,19253.6,256140000
17-08-2023,19365.25,19450.55,19461.55,19326.25,268660000
16-08-2023,19465,19369,19482.75,19317.2,226630000
14-08-2023,19434.55,19383.95,19465.85,19257.9,243850000
11-08-2023,19428.3,19554.25,19557.75,19412.75,235520000
10-08-2023,19543.1,19605.55,19623.6,19495.4,312190000
09-08-2023,19632.55,19578.8,19645.5,19467.5,266500000
08-08-2023,19570.85,19627.2,19634.4,19533.1,260290000
07-08-2023,19597.3,19576.85,19620.45,19524.8,216590000
04-08-2023,19517,19462.8,19538.85,19436.45,280800000
03-08-2023,19381.65,19463.75,19537.65,19296.45,315690000
02-08-2023,19526.55,19655.4,19678.25,19423.55,290670000
01-08-2023,19733.55,19784,19795.6,19704.6,298050000
31-07-2023,19753.8,19666.35,19772.75,19597.6,295050000
28-07-2023,19646.05,19659.75,19695.9,19563.1,258670000
27-07-2023,19659.9,19850.9,19867.55,19603.55,334890000
26-07-2023,19778.3,19733.35,19825.6,19716.7,244750000
25-07-2023,19680.6,19729.35,19729.35,19615.95,369650000
24-07-2023,19672.35,19748.45,19782.75,19658.3,265560000
21-07-2023,19745,19800.45,19887.4,19700,312460000
20-07-2023,19979.15,19831.7,19991.85,19758.4,274700000
19-07-2023,19833.15,19802.95,19851.7,19727.45,259660000
18-07-2023,19749.25,19787.5,19819.45,19690.2,286350000
17-07-2023,19711.45,19612.15,19731.85,19562.95,268710000
14-07-2023,19564.5,19493.45,19595.35,19433.5,291170000
13-07-2023,19413.75,19495.2,19567,19385.8,310440000
12-07-2023,19384.3,19497.45,19507.7,19361.75,327940000
11-07-2023,19439.4,19427.1,19515.1,19406.45,251260000
10-07-2023,19355.9,19400.35,19435.85,19327.1,268250000
07-07-2023,19331.8,19422.8,19523.6,19303.6,237100000
06-07-2023,19497.3,19385.7,19512.2,19373,268260000
05-07-2023,19398.5,19405.95,19421.6,19339.6,224420000
04-07-2023,19389,19406.6,19434.15,19300,226920000
03-07-2023,19322.55,19246.5,19345.1,19234.4,226050000
30-06-2023,19189.05,19076.85,19201.7,19024.6,247910000
28-06-2023,18972.1,18908.15,19011.25,18861.35,398780000
27-06-2023,18817.4,18748.55,18829.25,18714.25,222460000
26-06-2023,18691.2,18682.35,18722.05,18646.7,171270000
23-06-2023,18665.5,18741.85,18756.4,18647.1,210560000
22-06-2023,18771.25,18853.6,18886.6,18759.5,252700000
21-06-2023,18856.85,18849.4,18875.9,18794.85,217480000
20-06-2023,18816.7,18752.35,18839.7,18660.65,211650000
19-06-2023,18755.45,18873.3,18881.45,18719.15,219820000
16-06-2023,18826,18723.3,18864.7,18710.5,272770000
15-06-2023,18688.1,18774.45,18794.1,18669.05,263000000
14-06-2023,18755.9,18744.6,18769.7,18690,261360000
13-06-2023,18716.15,18631.8,18728.9,18631.8,233170000
12-06-2023,18601.5,18595.05,18633.6,18559.75,179460000
09-06-2023,18563.4,18655.9,18676.65,18555.4,221760000
08-06-2023,18634.55,18725.35,18777.9,18615.6,286470000
07-06-2023,18726.4,18665.6,18738.95,18636,260110000
06-06-2023,18599,18600.8,18622.75,18531.6,220790000
05-06-2023,18593.85,18612,18640.15,18582.8,256110000
02-06-2023,18534.1,18550.85,18573.7,18478.4,270920000
01-06-2023,18487.75,18579.4,18580.3,18464.55,265630000
31-05-2023,18534.4,18594.2,18603.9,18483.85,696500000
30-05-2023,18633.85,18606.65,18662.45,18575.5,234390000
29-05-2023,18598.65,18619.15,18641.2,18581.25,265320000
26-05-2023,18499.35,18368.35,18508.55,18333.15,198670000
25-05-2023,18321.15,18268.9,18338.1,18202.4,235920000
24-05-2023,18285.4,18294.8,18392.6,18262.95,232620000
23-05-2023,18348,18362.9,18419.75,18324.2,270350000
22-05-2023,18314.4,18201.1,18335.25,18178.85,262560000
19-05-2023,18203.4,18186.15,18218.1,18060.4,260900000
18-05-2023,18129.95,18287.5,18297.2,18104.85,272100000
17-05-2023,18181.75,18300.45,18309,18115.35,229900000
16-05-2023,18286.5,18432.35,18432.35,18264.35,219490000
15-05-2023,18398.85,18339.3,18458.9,18287.9,216090000
12-05-2023,18314.8,18273.75,18342.75,18194.55,241700000
11-05-2023,18297,18357.8,18389.7,18270.4,248930000
10-05-2023,18315.1,18313.6,18326.75,18211.95,220450000
09-05-2023,18265.95,18303.4,18344.2,18229.65,245370000
08-05-2023,18264.4,18120.6,18286.95,18100.3,228400000
05-05-2023,18069,18117.3,18216.95,18055.45,239700000
04-05-2023,18255.8,18081,18267.45,18066.7,226640000
03-05-2023,18089.85,18113.8,18116.35,18042.4,226170000
02-05-2023,18147.65,18124.8,18180.25,18101.75,265220000
28-04-2023,18065,17950.4,18089.15,17885.3,290260000
27-04-2023,17915.05,17813.1,17931.6,17797.9,241440000
26-04-2023,17813.6,17767.3,17827.75,17711.2,233010000
25-04-2023,17769.25,17761.55,17807.45,17716.85,297450000
24-04-2023,17743.4,17707.55,17754.5,17612.5,255740000
21-04-2023,17624.05,17639.75,17663.2,17553.95,230160000
20-04-2023,17624.45,17638.6,17684.45,17584.35,215100000
19-04-2023,17618.75,17653.35,17666.15,17579.85,281460000
18-04-2023,17660.15,17766.6,17766.6,17610.2,258860000
17-04-2023,17706.85,17863,17863,17574.05,357400000
13-04-2023,17828,17807.3,17842.15,17729.65,285760000
12-04-2023,17812.4,17759.55,17825.75,17717.25,232820000
11-04-2023,17722.3,17704.8,17748.75,17655.15,304260000
10-04-2023,17624.05,17634.9,17694.1,17597.95,254820000
06-04-2023,17599.15,17533.85,17638.7,17502.85,242710000
05-04-2023,17557.05,17422.3,17570.55,17402.7,248340000
03-04-2023,17398.05,17427.95,17428.05,17312.75,230170000
31-03-2023,17359.75,17210.35,17381.6,17204.65,263890000
29-03-2023,17080.7,16977.3,17126.15,16940.6,345910000
28-03-2023,16951.7,17031.75,17061.75,16913.75,238840000
27-03-2023,16985.7,16984.3,17091,16918.55,218420000
24-03-2023,16945.05,17076.2,17109.45,16917.35,228040000
23-03-2023,17076.9,17097.4,17205.4,17045.3,219170000
22-03-2023,17151.9,17177.45,17207.25,17107.85,NA
21-03-2023,17107.5,17060.4,17127.7,17016,246740000
20-03-2023,16988.4,17066.6,17066.6,16828.35,241780000
17-03-2023,17100.05,17111.8,17145.8,16958.15,408120000
16-03-2023,16985.6,16994.65,17062.45,16850.15,349820000
15-03-2023,16972.15,17166.45,17211.35,16938.9,248190000
14-03-2023,17043.3,17160.55,17224.65,16987.1,290600000
13-03-2023,17154.3,17421.9,17529.9,17113.45,254920000
10-03-2023,17412.9,17443.8,17451.5,17324.35,235930000
09-03-2023,17589.6,17772.05,17772.35,17573.6,262350000
08-03-2023,17754.4,17665.75,17766.5,17602.25,267040000
06-03-2023,17711.45,17680.35,17799.95,17671.95,362800000
03-03-2023,17594.35,17451.25,17644.75,17427.7,356170000
02-03-2023,17321.9,17421.5,17445.8,17306,310670000
01-03-2023,17450.9,17360.1,17467.75,17345.25,272880000
28-02-2023,17303.95,17383.25,17440.45,17255.2,420880000
27-02-2023,17392.7,17428.6,17451.6,17299,246450000
24-02-2023,17465.8,17591.35,17599.75,17421.8,209410000
23-02-2023,17511.25,17574.65,17620.05,17455.4,240810000
22-02-2023,17554.3,17755.35,17772.5,17529.45,204020000
21-02-2023,17826.7,17905.8,17924.9,17800.3,198250000
20-02-2023,17844.6,17965.55,18004.35,17818.4,174560000
17-02-2023,17944.2,17974.85,18034.25,17884.6,208050000
16-02-2023,18035.85,18094.75,18134.75,18000.65,230250000
15-02-2023,18015.85,17896.6,18034.1,17853.8,229270000
14-02-2023,17929.85,17840.35,17954.55,17800.05,244510000
13-02-2023,17770.9,17859.1,17880.7,17719.75,231280000
10-02-2023,17856.5,17847.55,17876.95,17801,231990000
09-02-2023,17893.45,17885.5,17916.9,17779.8,260850000
08-02-2023,17871.7,17750.3,17898.7,17744.15,290990000
07-02-2023,17721.5,17790.1,17811.15,17652.55,354400000
06-02-2023,17764.6,17818.55,17823.7,17698.35,282540000
03-02-2023,17854.05,17721.75,17870.3,17584.2,424120000
02-02-2023,17610.4,17517.1,17653.9,17445.95,490110000
01-02-2023,17616.3,17811.6,17972.2,17353.4,512870000
31-01-2023,17662.15,17731.45,17735.7,17537.55,398340000
30-01-2023,17648.95,17541.95,17709.15,17405.55,432430000
27-01-2023,17604.35,17877.2,17884.75,17493.55,476340000
25-01-2023,17891.95,18093.35,18100.6,17846.15,257230000
24-01-2023,18118.3,18183.95,18201.25,18078.65,216910000
